game_date,game_pk,pitcher_id,player,team,opponent,game_time,projection_captured_at_utc,arsenal_captured_at_utc,source_game_pks,prior_games_considered,prior_games_with_feed,prior_games_with_pitch_data,feed_failures,raw_pitch_events,typed_pitch_events,typed_pitch_coverage,arsenal_pitch_types,arsenal_usage,pitch_counts_json,pitch_type_descriptions_json,audit_eligible,reason,source,source_endpoint_version,report_only,production_authority,capture_version
2026-08-18,824803,607074,Carlos Rodón,NYY,BAL,2026-08-18T22:35:00+00:00,2026-08-18T04:21:34.875130+00:00,2026-08-18T05:01:02.319659+00:00,824744|824262|823536|824428|823542,5,5,5,0,474,474,1.0,FF|SL|CH|SI|CU,"{""FF"":0.440928,""SL"":0.219409,""CH"":0.187764,""SI"":0.128692,""CU"":0.023207}","{""SI"":61,""CH"":89,""SL"":104,""FF"":209,""CU"":11}","{""FF"":""Four-Seam Fastball"",""SL"":""Slider"",""CH"":""Changeup"",""SI"":""Sinker"",""CU"":""Curveball""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,824803,669358,Shane Baz,BAL,NYY,2026-08-18T22:35:00+00:00,2026-08-18T04:21:36.060022+00:00,2026-08-18T05:01:02.319659+00:00,823672|822863|824808|824810|824736,5,5,5,0,424,424,1.0,FF|KC|FC|CH|SI,"{""FF"":0.353774,""KC"":0.316038,""FC"":0.122642,""CH"":0.108491,""SI"":0.099057}","{""FF"":150,""CH"":46,""FC"":52,""KC"":134,""SI"":42}","{""FF"":""Four-Seam Fastball"",""KC"":""Knuckle Curve"",""FC"":""Cutter"",""CH"":""Changeup"",""SI"":""Sinker""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,823341,672456,Keider Montero,DET,PIT,2026-08-18T22:40:00+00:00,2026-08-18T04:21:36.539744+00:00,2026-08-18T05:01:02.319659+00:00,824238|823191|824971|824245|824650,5,5,5,0,417,417,1.0,FF|SL|SI|CH|KC,"{""FF"":0.280576,""SL"":0.251799,""SI"":0.203837,""CH"":0.143885,""KC"":0.119904}","{""FF"":117,""SL"":105,""CH"":60,""KC"":50,""SI"":85}","{""FF"":""Four-Seam Fastball"",""SL"":""Slider"",""SI"":""Sinker"",""CH"":""Changeup"",""KC"":""Knuckle Curve""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,823341,677952,Braxton Ashcraft,PIT,DET,2026-08-18T22:40:00+00:00,2026-08-18T04:21:37.715492+00:00,2026-08-18T05:01:02.319659+00:00,823829|823754|824485|823354|823522,5,5,5,0,403,403,1.0,FF|CU|SL|SI|FS,"{""FF"":0.310174,""CU"":0.263027,""SL"":0.220844,""SI"":0.166253,""FS"":0.039702}","{""FF"":125,""SI"":67,""SL"":89,""CU"":106,""FS"":16}","{""FF"":""Four-Seam Fastball"",""CU"":""Curveball"",""SL"":""Slider"",""SI"":""Sinker"",""FS"":""Splitter""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,824398,687931,Carson Whisenhunt,SFG,CLE,2026-08-18T22:40:00+00:00,2026-08-18T04:21:38.335869+00:00,2026-08-18T05:01:02.319659+00:00,823186|822866|823272|823194|823201,5,5,5,0,405,405,1.0,CH|FF|SL|SI|SV,"{""CH"":0.377778,""FF"":0.340741,""SL"":0.195062,""SI"":0.05679,""SV"":0.02963}","{""CH"":153,""SV"":12,""SL"":79,""FF"":138,""SI"":23}","{""CH"":""Changeup"",""FF"":""Four-Seam Fastball"",""SL"":""Slider"",""SI"":""Sinker"",""SV"":""Slurve""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,824398,656492,Foster Griffin,CLE,SFG,2026-08-18T22:40:00+00:00,2026-08-18T04:21:39.479635+00:00,2026-08-18T05:01:02.319659+00:00,824241|824401|824892|822704|824978,5,5,5,0,454,454,1.0,FC|FF|ST|CH|SI|CU|FS,"{""FC"":0.330396,""FF"":0.154185,""ST"":0.136564,""CH"":0.110132,""SI"":0.110132,""CU"":0.081498,""FS"":0.077093}","{""FC"":150,""CU"":37,""FS"":35,""FF"":70,""CH"":50,""ST"":62,""SI"":50}","{""FC"":""Cutter"",""FF"":""Four-Seam Fastball"",""ST"":""Sweeper"",""CH"":""Changeup"",""SI"":""Sinker"",""CU"":""Curveball"",""FS"":""Splitter""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,824475,681517,Kyle Leahy,STL,CIN,2026-08-18T22:40:00+00:00,2026-08-18T04:21:39.976561+00:00,2026-08-18T05:01:02.319659+00:00,823017|823024|822782|823028|824006,5,5,5,0,458,458,1.0,FF|SL|CU|CH|ST|SI,"{""FF"":0.21179,""SL"":0.172489,""CU"":0.170306,""CH"":0.157205,""ST"":0.157205,""SI"":0.131004}","{""FF"":97,""SL"":79,""CU"":78,""CH"":72,""ST"":72,""SI"":60}","{""FF"":""Four-Seam Fastball"",""SL"":""Slider"",""CU"":""Curveball"",""CH"":""Changeup"",""ST"":""Sweeper"",""SI"":""Sinker""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,824475,671096,Andrew Abbott,CIN,STL,2026-08-18T22:40:00+00:00,2026-08-18T04:21:41.201941+00:00,2026-08-18T05:01:02.319659+00:00,824561|824481|824485|823028|823112,5,5,5,0,479,479,1.0,FF|CH|ST|CU|FC,"{""FF"":0.402923,""CH"":0.221294,""ST"":0.187891,""CU"":0.135699,""FC"":0.052192}","{""FF"":193,""CU"":65,""CH"":106,""ST"":90,""FC"":25}","{""FF"":""Four-Seam Fastball"",""CH"":""Changeup"",""ST"":""Sweeper"",""CU"":""Curveball"",""FC"":""Cutter""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,822938,667755,José Soriano,TOR,TBR,2026-08-18T22:40:00+00:00,2026-08-18T04:21:41.640006+00:00,2026-08-18T05:01:02.319659+00:00,822779|823428|823194|824006|823681,5,5,5,0,441,441,1.0,SI|KC|FF|FS|SL,"{""SI"":0.337868,""KC"":0.265306,""FF"":0.222222,""FS"":0.151927,""SL"":0.022676}","{""SI"":149,""FF"":98,""KC"":117,""FS"":67,""SL"":10}","{""SI"":""Sinker"",""KC"":""Knuckle Curve"",""FF"":""Four-Seam Fastball"",""FS"":""Splitter"",""SL"":""Slider""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,822938,607259,Nick Martinez,TBR,TOR,2026-08-18T22:40:00+00:00,2026-08-18T04:21:42.880843+00:00,2026-08-18T05:01:02.319659+00:00,824970|824322|822945|822948|822788,5,5,5,0,419,419,1.0,SI|CH|FC|FF|SL|CU,"{""SI"":0.312649,""CH"":0.257757,""FC"":0.231504,""FF"":0.133652,""SL"":0.059666,""CU"":0.004773}","{""FF"":56,""SI"":131,""FC"":97,""CH"":108,""SL"":25,""CU"":2}","{""SI"":""Sinker"",""CH"":""Changeup"",""FC"":""Cutter"",""FF"":""Four-Seam Fastball"",""SL"":""Slider"",""CU"":""Curveball""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,823423,806188,Cade Gibson,MIA,PHI,2026-08-18T22:40:00+00:00,2026-08-18T04:21:43.493345+00:00,2026-08-18T05:01:02.319659+00:00,823427|823829|823834|824885|824889,5,5,5,0,101,101,1.0,SI|CU|ST|SL|FF|CH,"{""SI"":0.257426,""CU"":0.237624,""ST"":0.207921,""SL"":0.128713,""FF"":0.09901,""CH"":0.069307}","{""CH"":7,""SI"":26,""ST"":21,""CU"":24,""SL"":13,""FF"":10}","{""SI"":""Sinker"",""CU"":""Curveball"",""ST"":""Sweeper"",""SL"":""Slider"",""FF"":""Four-Seam Fastball"",""CH"":""Changeup""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,823423,554430,Zack Wheeler,PHI,MIA,2026-08-18T22:40:00+00:00,2026-08-18T04:21:44.684123+00:00,2026-08-18T05:01:02.319659+00:00,823017|823428|824807|823839|823437,5,5,5,0,393,393,1.0,FF|FS|SI|ST|FC|CU,"{""FF"":0.330789,""FS"":0.188295,""SI"":0.150127,""ST"":0.127226,""FC"":0.101781,""CU"":0.101781}","{""FF"":130,""FC"":40,""CU"":40,""SI"":59,""FS"":74,""ST"":50}","{""FF"":""Four-Seam Fastball"",""FS"":""Splitter"",""SI"":""Sinker"",""ST"":""Sweeper"",""FC"":""Cutter"",""CU"":""Curveball""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,824723,518876,Merrill Kelly,ARI,BOS,2026-08-18T23:10:00+00:00,2026-08-18T04:21:45.212075+00:00,2026-08-18T05:01:02.319659+00:00,825047|825051|824404|823353|825055,5,5,5,0,427,427,1.0,CH|FF|CU|FC|SI|SL,"{""CH"":0.332553,""FF"":0.257611,""CU"":0.128806,""FC"":0.12178,""SI"":0.100703,""SL"":0.058548}","{""FF"":110,""SI"":43,""CH"":142,""CU"":55,""SL"":25,""FC"":52}","{""CH"":""Changeup"",""FF"":""Four-Seam Fastball"",""CU"":""Curveball"",""FC"":""Cutter"",""SI"":""Sinker"",""SL"":""Slider""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,824723,624133,Ranger Suarez,BOS,ARI,2026-08-18T23:10:00+00:00,2026-08-18T04:21:46.467986+00:00,2026-08-18T05:01:02.319659+00:00,822779|824729|823922|824730|824010,5,5,5,0,333,333,1.0,FF|FC|SI|CU|CH|SL,"{""FF"":0.243243,""FC"":0.21021,""SI"":0.198198,""CU"":0.165165,""CH"":0.102102,""SL"":0.081081}","{""FF"":81,""CU"":55,""FC"":70,""SI"":66,""SL"":27,""CH"":34}","{""FF"":""Four-Seam Fastball"",""FC"":""Cutter"",""SI"":""Sinker"",""CU"":""Curveball"",""CH"":""Changeup"",""SL"":""Slider""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,823586,592662,Robbie Ray,SDP,NYM,2026-08-18T23:10:00+00:00,2026-08-18T04:21:46.956114+00:00,2026-08-18T05:01:02.319659+00:00,823263|823266|823271|823197|823113,5,5,5,0,428,428,1.0,CH|SI|FF|SL|KC,"{""CH"":0.252336,""SI"":0.228972,""FF"":0.219626,""SL"":0.156542,""KC"":0.142523}","{""SI"":98,""FF"":94,""CH"":108,""SL"":67,""KC"":61}","{""CH"":""Changeup"",""SI"":""Sinker"",""FF"":""Four-Seam Fastball"",""SL"":""Slider"",""KC"":""Knuckle Curve""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,823586,804267,Zac Thornton,NYM,SDP,2026-08-18T23:10:00+00:00,2026-08-18T04:21:59.787866+00:00,2026-08-18T05:01:02.319659+00:00,824883|823349|823594|823597|823760,5,5,5,0,399,399,1.0,FC|FF|ST|SI|SL|CH|CU,"{""FC"":0.328321,""FF"":0.225564,""ST"":0.137845,""SI"":0.117794,""SL"":0.115288,""CH"":0.045113,""CU"":0.030075}","{""FF"":90,""ST"":55,""FC"":131,""SL"":46,""SI"":47,""CU"":12,""CH"":18}","{""FC"":""Cutter"",""FF"":""Four-Seam Fastball"",""ST"":""Sweeper"",""SI"":""Sinker"",""SL"":""Slider"",""CH"":""Changeup"",""CU"":""Curveball""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,824075,678022,Jack Perkins,ATH,KCR,2026-08-18T23:40:00+00:00,2026-08-18T04:22:00.479996+00:00,2026-08-18T05:01:02.319659+00:00,824967|824727|824972|824977|825056,5,5,5,0,414,414,1.0,FF|ST|CH|FC|SI|SL,"{""FF"":0.268116,""ST"":0.243961,""CH"":0.219807,""FC"":0.190821,""SI"":0.05314,""SL"":0.024155}","{""FF"":111,""FC"":79,""CH"":91,""ST"":101,""SI"":22,""SL"":10}","{""FF"":""Four-Seam Fastball"",""ST"":""Sweeper"",""CH"":""Changeup"",""FC"":""Cutter"",""SI"":""Sinker"",""SL"":""Slider""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,823667,641816,Tyler Mahle,ATL,MIN,2026-08-18T23:40:00+00:00,2026-08-18T04:22:13.339873+00:00,2026-08-18T05:01:02.319659+00:00,824883|823515|823269|823195|824085,5,5,5,0,463,463,1.0,FF|FS|FC|SL,"{""FF"":0.477322,""FS"":0.295896,""FC"":0.218143,""SL"":0.008639}","{""FC"":101,""FF"":221,""FS"":137,""SL"":4}","{""FF"":""Four-Seam Fastball"",""FS"":""Splitter"",""FC"":""Cutter"",""SL"":""Slider""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,823667,805673,Zebby Matthews,MIN,ATL,2026-08-18T23:40:00+00:00,2026-08-18T04:22:14.514387+00:00,2026-08-18T05:01:02.319659+00:00,823672|823750|823111|823680|824653,5,5,5,0,457,457,1.0,FF|SL|CH|CU|FC|SI,"{""FF"":0.387309,""SL"":0.212254,""CH"":0.14442,""CU"":0.133479,""FC"":0.080963,""SI"":0.041575}","{""FF"":177,""CH"":66,""SL"":97,""SI"":19,""FC"":37,""CU"":61}","{""FF"":""Four-Seam Fastball"",""SL"":""Slider"",""CH"":""Changeup"",""CU"":""Curveball"",""FC"":""Cutter"",""SI"":""Sinker""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,823749,682243,Bryce Miller,SEA,MIL,2026-08-18T23:40:00+00:00,2026-08-18T04:22:15.040452+00:00,2026-08-18T05:01:02.319659+00:00,823511|823105|823111|822872|823115,5,5,5,0,449,449,1.0,FF|FS|SI|ST|SL|FC|KC,"{""FF"":0.427617,""FS"":0.282851,""SI"":0.08686,""ST"":0.066815,""SL"":0.062361,""FC"":0.040089,""KC"":0.033408}","{""SI"":39,""FS"":127,""FF"":192,""ST"":30,""SL"":28,""FC"":18,""KC"":15}","{""FF"":""Four-Seam Fastball"",""FS"":""Splitter"",""SI"":""Sinker"",""ST"":""Sweeper"",""SL"":""Slider"",""FC"":""Cutter"",""KC"":""Knuckle Curve""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,823749,690986,Kyle Harrison,MIL,SEA,2026-08-18T23:40:00+00:00,2026-08-18T04:22:27.867034+00:00,2026-08-18T05:01:02.319659+00:00,823264|823753|823032|825062|823770,5,5,5,0,393,393,1.0,FF|SV|CH|SI,"{""FF"":0.531807,""SV"":0.333333,""CH"":0.099237,""SI"":0.035623}","{""FF"":209,""SV"":131,""SI"":14,""CH"":39}","{""FF"":""Four-Seam Fastball"",""SV"":""Slurve"",""CH"":""Changeup"",""SI"":""Sinker""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,822859,800600,Jackson Kent,WSH,TEX,2026-08-19T00:05:00+00:00,2026-08-18T04:22:28.407750+00:00,2026-08-18T05:01:02.319659+00:00,822698,1,1,1,0,78,78,1.0,FF|SL|CH|CU,"{""FF"":0.435897,""SL"":0.24359,""CH"":0.217949,""CU"":0.102564}","{""FF"":34,""SL"":19,""CH"":17,""CU"":8}","{""FF"":""Four-Seam Fastball"",""SL"":""Slider"",""CH"":""Changeup"",""CU"":""Curveball""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,822859,615698,Cal Quantrill,TEX,WSH,2026-08-19T00:05:00+00:00,2026-08-18T04:22:41.451034+00:00,2026-08-18T05:01:02.319659+00:00,823994|822864|822867|822949|822873,5,5,5,0,306,306,1.0,FS|FF|FC|SI|CU,"{""FS"":0.333333,""FF"":0.251634,""FC"":0.228758,""SI"":0.147059,""CU"":0.039216}","{""FF"":77,""FS"":102,""SI"":45,""FC"":70,""CU"":12}","{""FS"":""Splitter"",""FF"":""Four-Seam Fastball"",""FC"":""Cutter"",""SI"":""Sinker"",""CU"":""Curveball""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,824639,592332,Kevin Gausman,CHC,CHW,2026-08-19T00:05:00+00:00,2026-08-18T04:22:42.026026+00:00,2026-08-18T05:01:02.319659+00:00,822696|824081|822781|824730|822787,5,5,5,0,471,471,1.0,FF|FS|SL|CH,"{""FF"":0.507431,""FS"":0.394904,""SL"":0.089172,""CH"":0.008493}","{""FF"":239,""FS"":186,""SL"":42,""CH"":4}","{""FF"":""Four-Seam Fastball"",""FS"":""Splitter"",""SL"":""Slider"",""CH"":""Changeup""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,824154,691946,George Klassen,LAA,HOU,2026-08-19T00:10:00+00:00,2026-08-18T04:22:43.362569+00:00,2026-08-18T05:01:02.319659+00:00,823994|823836|824535|824053,4,4,4,0,315,315,1.0,FF|SL|CH|SI|CU,"{""FF"":0.403175,""SL"":0.234921,""CH"":0.234921,""SI"":0.069841,""CU"":0.057143}","{""FF"":127,""SL"":74,""CH"":74,""SI"":22,""CU"":18}","{""FF"":""Four-Seam Fastball"",""SL"":""Slider"",""CH"":""Changeup"",""SI"":""Sinker"",""CU"":""Curveball""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
2026-08-18,824154,664299,Cristian Javier,HOU,LAA,2026-08-19T00:10:00+00:00,2026-08-18T04:22:44.706418+00:00,2026-08-18T05:01:02.319659+00:00,823268|824160|824001|824168|822876,5,5,5,0,321,321,1.0,FF|ST|CH|FC|SL|KC,"{""FF"":0.485981,""ST"":0.211838,""CH"":0.17134,""FC"":0.11215,""SL"":0.015576,""KC"":0.003115}","{""FF"":156,""ST"":68,""FC"":36,""CH"":55,""KC"":1,""SL"":5}","{""FF"":""Four-Seam Fastball"",""ST"":""Sweeper"",""CH"":""Changeup"",""FC"":""Cutter"",""SL"":""Slider"",""KC"":""Knuckle Curve""}",True,,MLB_STATS_API_PRIOR_GAME_LIVE_FEED,v1 gameLog + v1.1 game feed/live,True,NONE,pitch-arsenal-capture-v1-report-only
