game_date,game_pk,pitcher_id,player,team,opponent,Lineup_Source,Lineup_Captured_At_UTC,Game_Time_UTC,Lineage,Authentic_Pregame_Pair,OOS_Eligible,Preconfirm_Projection,Confirmed_Projection,Projection_Delta,Actual_Strikeouts,Materiality_Action,Materiality_Projection,Materiality_Changed,Preconfirm_Absolute_Error,Confirmed_Absolute_Error,Materiality_Absolute_Error,Preconfirm_Error,Confirmed_Error,Materiality_Error,Materiality_Win_vs_Confirmed,Confirmed_Win_vs_Materiality,Materiality_Confirmed_Tie,Evidence_Lane,Counts_For_Promotion,Frozen_Materiality_K,Derivation_Cutoff_Date,Report_Only,Production_Authority,Validation_Version
2026-08-14,824159,669923,George Kirby,SEA,HOU,CONFIRMED_LINEUP,2026-08-14 20:05:25.424227+00:00,2026-08-15 00:10:00+00:00,PRE_GAME_CAPTURE,True,True,4.927242972592867,5.055233311872689,0.1279903392798216,2.0,REVERT_IMMATERIAL_TO_PRECONFIRM,4.927242972592867,True,2.9272429725928673,3.055233311872689,2.9272429725928673,2.9272429725928673,3.055233311872689,2.9272429725928673,True,False,False,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-14,824159,663567,Peter Lambert,HOU,SEA,CONFIRMED_LINEUP,2026-08-14 20:43:56.255639+00:00,2026-08-15 00:10:00+00:00,PRE_GAME_CAPTURE,True,True,5.074486359039691,4.964871980644212,-0.109614378395479,6.0,REVERT_IMMATERIAL_TO_PRECONFIRM,5.074486359039691,True,0.9255136409603093,1.0351280193557884,0.9255136409603093,-0.9255136409603093,-1.0351280193557884,-0.9255136409603093,True,False,False,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-14,823993,607625,Seth Lugo,KCR,LAA,CONFIRMED_LINEUP,2026-08-14 21:49:30.157592+00:00,2026-08-15 01:38:00+00:00,PRE_GAME_CAPTURE,True,True,5.055455356389977,4.862892118380245,-0.1925632380097326,4.0,APPLY_CONFIRMED_MATERIAL,4.862892118380245,False,1.0554553563899773,0.8628921183802447,0.8628921183802447,1.0554553563899773,0.8628921183802447,0.8628921183802447,False,False,True,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-14,823993,680570,Grayson Rodriguez,LAA,KCR,CONFIRMED_LINEUP,2026-08-14 21:49:30.612261+00:00,2026-08-15 01:38:00+00:00,PRE_GAME_CAPTURE,True,True,4.517470199722485,4.497707170109626,-0.019763029612859,5.0,REVERT_IMMATERIAL_TO_PRECONFIRM,4.517470199722485,True,0.4825298002775149,0.5022928298903739,0.4825298002775149,-0.4825298002775149,-0.5022928298903739,-0.4825298002775149,True,False,False,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-14,824968,677958,Kumar Rocker,TEX,ATH,CONFIRMED_LINEUP,2026-08-14 21:54:24.310805+00:00,2026-08-15 01:40:00+00:00,PRE_GAME_CAPTURE,True,True,4.3945731625946,4.395781761680474,0.0012085990858734,3.0,REVERT_IMMATERIAL_TO_PRECONFIRM,4.3945731625946,True,1.3945731625946003,1.3957817616804737,1.3945731625946003,1.3945731625946003,1.3957817616804737,1.3945731625946003,True,False,False,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-14,823913,688107,Robert Gasser,MIL,LAD,CONFIRMED_LINEUP,2026-08-14 22:35:07.164537+00:00,2026-08-15 02:10:00+00:00,PRE_GAME_CAPTURE,True,True,4.4317586117190775,4.7466171474424845,0.314858535723407,7.0,APPLY_CONFIRMED_MATERIAL,4.7466171474424845,False,2.5682413882809225,2.2533828525575155,2.2533828525575155,-2.5682413882809225,-2.2533828525575155,-2.2533828525575155,False,False,True,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-14,823913,808967,Yoshinobu Yamamoto,LAD,MIL,CONFIRMED_LINEUP,2026-08-15 00:21:24.991421+00:00,2026-08-15 02:10:00+00:00,PRE_GAME_CAPTURE,True,True,6.019416351195652,5.946600628694665,-0.0728157225009864,9.0,REVERT_IMMATERIAL_TO_PRECONFIRM,6.019416351195652,True,2.9805836488043482,3.0533993713053347,2.9805836488043482,-2.9805836488043482,-3.0533993713053347,-2.9805836488043482,True,False,False,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-14,823185,607536,Kyle Freeland,COL,SFG,CONFIRMED_LINEUP,2026-08-14 21:54:25.033811+00:00,2026-08-15 02:15:00+00:00,PRE_GAME_CAPTURE,True,True,5.9939860490522285,5.705471119678161,-0.2885149293740676,2.0,APPLY_CONFIRMED_MATERIAL,5.705471119678161,False,3.9939860490522285,3.705471119678161,3.705471119678161,3.9939860490522285,3.705471119678161,3.705471119678161,False,False,True,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-14,823185,694738,Landen Roupp,SFG,COL,CONFIRMED_LINEUP,2026-08-14 20:43:57.346103+00:00,2026-08-15 02:15:00+00:00,PRE_GAME_CAPTURE,True,True,5.234142537406657,5.18952142514298,-0.0446211122636768,5.0,REVERT_IMMATERIAL_TO_PRECONFIRM,5.234142537406657,True,0.23414253740665725,0.18952142514298043,0.23414253740665725,0.23414253740665725,0.18952142514298043,0.23414253740665725,False,True,False,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-14,824882,519242,Chris Sale,ATL,ARI,CONFIRMED_LINEUP,2026-08-14 19:41:15.616860+00:00,2026-08-14 23:15:00+00:00,PRE_GAME_CAPTURE,True,True,5.080231041881671,5.485459497169694,0.4052284552880234,9.0,APPLY_CONFIRMED_MATERIAL,5.485459497169694,False,3.919768958118329,3.5145405028303056,3.5145405028303056,-3.919768958118329,-3.5145405028303056,-3.5145405028303056,False,False,True,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-14,822942,605135,Chris Bassitt,BAL,TBR,CONFIRMED_LINEUP,2026-08-14 19:41:16.099033+00:00,2026-08-14 23:10:00+00:00,PRE_GAME_CAPTURE,True,True,3.976685214012029,4.100788408450873,0.1241031944388439,3.0,REVERT_IMMATERIAL_TO_PRECONFIRM,3.976685214012029,True,0.9766852140120288,1.1007884084508728,0.9766852140120288,0.9766852140120288,1.1007884084508728,0.9766852140120288,True,False,False,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-14,822942,571927,Steven Matz,TBR,BAL,CONFIRMED_LINEUP,2026-08-14 20:43:57.726250+00:00,2026-08-14 23:10:00+00:00,PRE_GAME_CAPTURE,True,True,4.300704762689051,4.256740631891617,-0.0439641307974341,1.0,REVERT_IMMATERIAL_TO_PRECONFIRM,4.300704762689051,True,3.300704762689051,3.256740631891617,3.300704762689051,3.300704762689051,3.256740631891617,3.300704762689051,False,True,False,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-15,824239,641743,Anthony Kay,CHW,DET,CONFIRMED_LINEUP,2026-08-15 15:06:36.029269+00:00,2026-08-15 17:10:00+00:00,PRE_GAME_CAPTURE,True,True,4.773763885028314,4.794158051567684,0.0203941665393694,4.0,REVERT_IMMATERIAL_TO_PRECONFIRM,4.773763885028314,True,0.7737638850283144,0.7941580515676838,0.7737638850283144,0.7737638850283144,0.7941580515676838,0.7737638850283144,True,False,False,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-15,824239,675512,Troy Melton,DET,CHW,CONFIRMED_LINEUP,2026-08-15 15:06:36.478763+00:00,2026-08-15 17:10:00+00:00,PRE_GAME_CAPTURE,True,True,5.366447223701473,5.350953547943936,-0.0154936757575372,4.0,REVERT_IMMATERIAL_TO_PRECONFIRM,5.366447223701473,True,1.3664472237014733,1.350953547943936,1.3664472237014733,1.3664472237014733,1.350953547943936,1.3664472237014733,False,True,False,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-15,824644,700241,Michael McGreevy,STL,CHC,CONFIRMED_LINEUP,2026-08-15 16:58:29.651307+00:00,2026-08-15 18:20:00+00:00,PRE_GAME_CAPTURE,True,True,4.359465746456151,4.488471728532872,0.1290059820767206,6.0,REVERT_IMMATERIAL_TO_PRECONFIRM,4.359465746456151,True,1.6405342535438487,1.511528271467128,1.6405342535438487,-1.6405342535438487,-1.511528271467128,-1.6405342535438487,False,True,False,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
2026-08-15,824644,571510,Matthew Boyd,CHC,STL,CONFIRMED_LINEUP,2026-08-15 16:58:30.044135+00:00,2026-08-15 18:20:00+00:00,PRE_GAME_CAPTURE,True,True,4.792668201735664,5.168619874051423,0.3759516723157592,2.0,APPLY_CONFIRMED_MATERIAL,5.168619874051423,False,2.7926682017356637,3.168619874051423,3.168619874051423,2.7926682017356637,3.168619874051423,3.168619874051423,False,False,True,DERIVATION_BACKTEST,False,0.15,2026-08-17,True,NONE,lineup-materiality-shadow-v1
