Game_Date,Pitcher,Pitcher_ID,Team,Opponent,Projection,Actual_K,K_Residual,Beat_Projection,Material_Crusher_Event,Confidence,Data_Quality,Opponent_K_Pct,Lineup_State,Starter_Role,Leash_Label,SIM_Mean_K,MATH_Mean_K,SIM_MATH_Disagreement,Projection_SD,Report_Only,Production_Authority,No_Projection_Adjustment,Research_Version
2026-08-19,Clay Holmes,605280,CHC,CHW,4.483154365728499,1.0,-3.483154365728499,False,False,HIGH,79,23.192219466516462,CONFIRMED,ESTABLISHED,TIGHT,4.49504,4.4712687314569965,0.02377126854300382,1.82157795336232,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Brandon Pfaadt,694297,ARI,BOS,4.378245622636715,8.0,3.6217543773632848,True,True,HIGH,62,21.30023007391956,CONFIRMED,ESTABLISHED,NORMAL,4.38772,4.368771245273432,0.01894875472656743,1.9533108581691327,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Payton Tolle,801139,BOS,ARI,5.173953729346422,6.0,0.8260462706535776,True,False,HIGH,74,19.67750371344257,CONFIRMED,ESTABLISHED,NORMAL,5.18248,5.165427458692844,0.017052541307156055,2.551340938140928,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Sandy Alcantara,645261,MIA,PHI,5.190362114932669,1.0,-4.190362114932669,False,False,HIGH,79,19.619946684171,CONFIRMED,ESTABLISHED,LONG,5.2166,5.1641242298653385,0.052475770134661204,2.0124340027997505,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Aaron Nola,605400,PHI,MIA,5.325987810486483,8.0,2.674012189513517,True,True,HIGH,79,22.09592392160761,CONFIRMED,ESTABLISHED,NORMAL,5.335,5.316975620972967,0.018024379027033355,1.982905589427561,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Will Warren,701542,NYY,BAL,5.35430306156303,5.0,-0.35430306156303004,False,False,HIGH,78,25.48278213025437,CONFIRMED,ESTABLISHED,NORMAL,5.37208,5.33652612312606,0.03555387687394074,2.374512817616173,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Chris Bassitt,605135,BAL,NYY,4.745489881531514,6.0,1.2545101184684864,True,False,HIGH,79,24.57296003453145,CONFIRMED,ESTABLISHED,TIGHT,4.758,4.732979763063026,0.02502023693697364,2.230971039333941,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Parker Messick,800048,CLE,SFG,5.8662311594836645,10.0,4.1337688405163355,True,True,HIGH,79,24.18164113785489,CONFIRMED,ESTABLISHED,NORMAL,5.87844,5.8540223189673295,0.024417681032670835,2.1526858829559457,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Matthew Liberatore,669461,STL,CIN,5.0360527737266665,9.0,3.9639472262733335,True,True,HIGH,79,24.321192183174382,CONFIRMED,ESTABLISHED,NORMAL,5.058,5.014105547453332,0.04389445254666757,2.2098873364345444,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Chase Burns,695505,CIN,STL,5.480226465839715,8.0,2.5197735341602847,True,True,HIGH,78,20.97817422762588,CONFIRMED,ESTABLISHED,NORMAL,5.50276,5.457692931679429,0.04506706832057095,2.283107503439228,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Max Scherzer,453286,TOR,TBR,3.811104589690931,1.0,-2.811104589690931,False,False,HIGH,79,18.11588264916211,CONFIRMED,ESTABLISHED,TIGHT,3.82504,3.797169179381862,0.027870820618137948,2.18852245336108,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Drew Rasmussen,656876,TBR,TOR,5.224669289701269,5.0,-0.22466928970126876,False,False,HIGH,78,21.224056623806355,CONFIRMED,ESTABLISHED,NORMAL,5.23568,5.213658579402537,0.02202142059746315,2.5281109744013497,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Logan Gilbert,669302,SEA,MIL,5.717394751422095,5.0,-0.7173947514220949,False,False,HIGH,79,21.22807011897728,CONFIRMED,ESTABLISHED,NORMAL,5.73892,5.6958695028441895,0.043050497155810774,2.0103413763863656,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Dustin May,669160,MIL,SEA,4.71223265085526,1.0,-3.7122326508552597,False,False,HIGH,78,20.2955970046892,CONFIRMED,ESTABLISHED,TIGHT,4.73556,4.688905301710518,0.04665469828948243,2.2755905349614056,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Cade Cavalli,676917,WSH,TEX,5.596987811813542,11.0,5.403012188186458,True,True,HIGH,79,23.00949677244176,CONFIRMED,ESTABLISHED,NORMAL,5.60608,5.587895623627084,0.01818437637291659,2.768191834436568,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Kumar Rocker,677958,TEX,WSH,4.5068986117045,3.0,-1.5068986117045,False,False,HIGH,76,20.06751203702008,CONFIRMED,ESTABLISHED,NORMAL,4.52264,4.491157223408999,0.03148277659100085,1.755326047607654,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Walbert Ureña,700712,LAA,HOU,4.70497713729241,7.0,2.29502286270759,True,True,HIGH,74,21.68695539276606,CONFIRMED,ESTABLISHED,NORMAL,4.71628,4.69367427458482,0.02260572541517991,1.851360567436576,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Roki Sasaki,808963,LAD,COL,4.779758171196984,6.0,1.2202418288030161,True,False,HIGH,76,21.61482231091788,CONFIRMED,ESTABLISHED,NORMAL,4.79024,4.769276342393968,0.020963657606031916,2.091919348139289,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Kyle Freeland,607536,COL,LAD,4.674067341355391,5.0,0.32593265864460896,True,False,HIGH,77,19.612336180682423,CONFIRMED,ESTABLISHED,NORMAL,4.68848,4.659654682710782,0.028825317289218333,2.1155401607391844,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Sean Newcomb,656794,CHW,CHC,3.691783945868399,0.0,-3.691783945868399,False,False,MEDIUM,54,21.19953791009463,CONFIRMED,LOW_RECENT_EXPOSURE,TIGHT,3.67308,3.710487891736797,0.03740789173679682,1.993916633684704,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Seth Lugo,607625,KCR,ATH,4.659569149653388,3.0,-1.6595691496533878,False,False,HIGH,79,21.09955233241108,CONFIRMED,ESTABLISHED,NORMAL,4.67224,4.646898299306774,0.025341700693226166,1.9396832179609749,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Jeffrey Springs,605488,ATH,KCR,4.03921984202886,1.0,-3.03921984202886,False,False,HIGH,77,21.11021844954611,CONFIRMED,LOW_RECENT_EXPOSURE,TIGHT,4.05712,4.021319684057721,0.035800315942279504,1.9218612542380649,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Matt Wilkinson,683363,SFG,CLE,4.504782238807596,0.0,-4.504782238807596,False,False,MEDIUM,46,19.05971031536159,CONFIRMED,UNKNOWN,NORMAL,4.5196,4.489964477615192,0.029635522384807267,2.007338809559526,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-19,Ethan Pecko,814490,HOU,LAA,3.12370571311448,4.0,0.8762942868855199,True,False,LOW,46,23.43186845436612,CONFIRMED,UNKNOWN,TIGHT,2.58924,3.658171426228959,1.0689314262289589,1.7568100541784983,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-20,Michael McGreevy,700241,STL,CIN,4.830287037029995,4.0,-0.8302870370299953,False,False,HIGH,79,24.628194176372087,CONFIRMED,ESTABLISHED,NORMAL,4.8506,4.80997407405999,0.040625925940010355,2.022216020467589,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-20,Brady Singer,663903,CIN,STL,4.975886953872402,3.0,-1.9758869538724024,False,False,HIGH,79,21.454865906789124,CONFIRMED,ESTABLISHED,NORMAL,4.999,4.952773907744804,0.04622609225519536,1.9679701700423844,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-20,Landen Roupp,694738,SFG,CLE,4.892290798953244,2.0,-2.892290798953244,False,False,HIGH,79,19.3642166088198,CONFIRMED,ESTABLISHED,NORMAL,4.90876,4.875821597906487,0.03293840209351284,1.9406349285558453,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-20,Gavin Williams,668909,CLE,SFG,5.8766220812787004,11.0,5.1233779187212996,True,True,HIGH,79,21.193570530635263,CONFIRMED,ESTABLISHED,NORMAL,5.88432,5.8689241625574,0.015395837442599536,2.446730170726052,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-20,Shane Bieber,669456,TOR,TBR,4.371613704416658,7.0,2.6283862955833417,True,True,HIGH,70,18.665306923586265,CONFIRMED,ESTABLISHED,NORMAL,4.37596,4.367267408833317,0.00869259116668264,2.0177595421192738,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-20,Ian Seymour,693855,TBR,TOR,5.177023303035572,8.0,2.822976696964428,True,True,HIGH,66,20.77975028494496,CONFIRMED,ESTABLISHED,NORMAL,5.19288,5.161166606071143,0.031713393928856526,2.58121123594565,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-20,Gage Jump,695611,ATH,KCR,5.080170290147141,3.0,-2.080170290147141,False,False,HIGH,66,20.400158851489746,CONFIRMED,ESTABLISHED,NORMAL,5.08492,5.075420580294281,0.009499419705718992,2.4212677195476258,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-20,Randy Dobnak,677976,KCR,ATH,4.52780318794702,4.0,-0.5278031879470202,False,False,MEDIUM,53,21.34715646855429,CONFIRMED,ESTABLISHED,NORMAL,4.53588,4.519726375894041,0.016153624105958997,1.8416508843749937,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-20,Grant Holmes,656550,ATL,CHW,4.405485902472372,3.0,-1.405485902472372,False,False,HIGH,78,22.90283045300412,CONFIRMED,ESTABLISHED,TIGHT,4.40812,4.402851804944744,0.005268195055256442,1.8835283913011769,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-20,Anthony Kay,641743,CHW,ATL,4.505969400727092,6.0,1.4940305992729082,True,False,HIGH,78,20.96929312518283,CONFIRMED,ESTABLISHED,NORMAL,4.5108,4.501138801454184,0.009661198545815708,1.8800192307272217,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-20,George Kirby,669923,SEA,MIL,5.398152790286933,3.0,-2.3981527902869333,False,False,HIGH,78,23.57644316335506,CONFIRMED,ESTABLISHED,NORMAL,5.40816,5.388145580573867,0.02001441942613269,2.047586503831037,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-20,Robert Gasser,688107,MIL,SEA,5.022227145716616,4.0,-1.0222271457166157,False,False,HIGH,65,21.22341168083344,CONFIRMED,ESTABLISHED,NORMAL,5.0374,5.007054291433231,0.030345708566768437,1.8234431843008665,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-20,Gerrit Cole,543037,NYY,BAL,5.870309529353726,8.0,2.129690470646274,True,True,HIGH,66,24.34323787005277,CONFIRMED,ESTABLISHED,NORMAL,5.8804,5.860219058707451,0.02018094129254866,2.3975630772705934,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-20,Kyle Bradish,680694,BAL,NYY,5.209599773673959,5.0,-0.20959977367395943,False,False,HIGH,79,23.79503675061057,CONFIRMED,ESTABLISHED,NORMAL,5.21776,5.201439547347918,0.016320452652082373,2.3378822183242587,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-20,Andrew Alvarez,674841,WSH,TEX,4.6114686913474525,5.0,0.3885313086525475,True,False,HIGH,66,24.57643853597612,CONFIRMED,ESTABLISHED,TIGHT,4.6208,4.602137382694904,0.018662617305095885,1.6765055812556713,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-20,Jacob deGrom,594798,TEX,WSH,5.122795537671218,10.0,4.877204462328782,True,True,HIGH,78,22.137663922782817,CONFIRMED,ESTABLISHED,NORMAL,5.13336,5.112231075342437,0.021128924657562997,2.2487127326523817,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-20,Grayson Rodriguez,680570,LAA,HOU,4.38740661645816,6.0,1.6125933835418396,True,False,HIGH,64,21.59680897916301,CONFIRMED,ESTABLISHED,NORMAL,4.39344,4.381373232916318,0.012066767083681817,2.1092772328970435,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-20,Peter Lambert,663567,HOU,LAA,5.370480024115135,3.0,-2.3704800241151354,False,False,HIGH,76,22.9241862768066,CONFIRMED,ESTABLISHED,NORMAL,5.37804,5.36292004823027,0.015119951769730022,2.0147013490280186,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Chris Sale,519242,ATL,MIL,5.882717730823426,6.0,0.1172822691765738,True,False,HIGH,77,21.369341679061847,CONFIRMED,ESTABLISHED,LONG,5.89336,5.872075461646851,0.02128453835314925,2.2274004864858963,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Jacob Misiorowski,694819,MIL,ATL,6.423008680458235,6.0,-0.4230086804582349,False,False,HIGH,78,21.52145036210028,CONFIRMED,ESTABLISHED,NORMAL,6.43576,6.410257360916469,0.025502639083531342,2.3074664044795257,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Jesús Luzardo,666200,PHI,STL,6.223001157677428,9.0,2.7769988423225724,True,True,HIGH,79,20.26867148751642,CONFIRMED,ESTABLISHED,LONG,6.2422,6.203802315354855,0.0383976846451457,2.547135468710653,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Cam Schlittler,693645,NYY,TOR,5.461453981255983,4.0,-1.4614539812559828,False,False,HIGH,79,19.29716257655966,CONFIRMED,ESTABLISHED,NORMAL,5.46872,5.454187962511965,0.014532037488034888,2.232853108943856,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Logan Webb,657277,SFG,BOS,4.97488871043981,2.0,-2.97488871043981,False,False,HIGH,77,20.46654782163388,CONFIRMED,ESTABLISHED,NORMAL,4.98996,4.959817420879621,0.030142579120378876,1.935569174106077,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Sonny Gray,543243,BOS,SFG,5.237612693677365,6.0,0.7623873063226352,True,False,HIGH,78,21.40815683827125,CONFIRMED,ESTABLISHED,NORMAL,5.2472,5.22802538735473,0.019174612645270095,2.437450315958716,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Brad Lord,695418,WSH,MIA,3.568349915455668,1.0,-2.568349915455668,False,False,HIGH,77,23.23230156772832,CONFIRMED,LOW_RECENT_EXPOSURE,TIGHT,3.59796,3.5387398309113345,0.059220169088665564,1.7956998033714422,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Ryan Gusto,687473,MIA,WSH,4.159985257017219,2.0,-2.159985257017219,False,False,HIGH,79,20.569064108520493,CONFIRMED,ESTABLISHED,TIGHT,4.1782,4.1417705140344365,0.036429485965563835,2.135464715298938,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Freddy Peralta,642547,TBR,BAL,5.038658126621143,6.0,0.9613418733788572,True,False,HIGH,79,25.07428616145394,CONFIRMED,ESTABLISHED,NORMAL,5.05512,5.022196253242286,0.0329237467577137,2.063988395007053,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Trevor Rogers,669432,BAL,TBR,4.713536756032543,6.0,1.2864632439674573,True,False,HIGH,78,19.910840576568685,CONFIRMED,ESTABLISHED,NORMAL,4.72892,4.698153512065085,0.030766487934914544,1.9826985347025183,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Sean Manaea,640455,NYM,CHW,5.779149075347374,4.0,-1.779149075347374,False,False,HIGH,62,23.46981248113536,CONFIRMED,ESTABLISHED,NORMAL,5.78024,5.778058150694748,0.002181849305252115,2.181523955732417,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Sean Burke,680732,CHW,NYM,5.423076934498678,4.0,-1.4230769344986776,False,False,HIGH,76,22.49726472104716,CONFIRMED,ESTABLISHED,NORMAL,5.44016,5.405993868997355,0.034166131002645095,2.3946885505728,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Troy Melton,675512,DET,KCR,5.011320221929184,3.0,-2.011320221929184,False,False,HIGH,65,20.88024757759811,CONFIRMED,ESTABLISHED,NORMAL,5.02584,4.996800443858369,0.029039556141630563,2.097049776756947,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Noah Cameron,702070,KCR,DET,5.710727627732709,2.0,-3.710727627732709,False,False,HIGH,78,23.22783521940472,CONFIRMED,ESTABLISHED,LONG,5.72212,5.699335255465417,0.022784744534583012,2.400017559480701,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,J.T. Ginn,669372,ATH,HOU,5.095414939915699,4.0,-1.095414939915699,False,False,HIGH,77,20.08150120339639,CONFIRMED,ESTABLISHED,NORMAL,5.09904,5.091789879831398,0.007250120168601271,2.151945479189096,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Hayden Wesneski,669713,HOU,ATH,4.771083230085481,4.0,-0.7710832300854813,False,False,MEDIUM,59,20.82103635624867,CONFIRMED,ESTABLISHED,TIGHT,4.77904,4.763126460170962,0.01591353982903776,2.191529705775866,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Reid Detmers,672282,LAA,TEX,5.7955591647971785,5.0,-0.7955591647971785,False,False,HIGH,79,23.96408425632785,CONFIRMED,ESTABLISHED,NORMAL,5.80508,5.786038329594357,0.01904167040564353,2.405255351710557,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,MacKenzie Gore,669022,TEX,LAA,5.994872936028644,7.0,1.005127063971356,True,False,HIGH,79,24.900876656778884,CONFIRMED,ESTABLISHED,NORMAL,6.00336,5.986385872057287,0.01697412794271269,2.265901614723178,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Joey Cantillo,676282,CLE,COL,4.510297455989889,5.0,0.48970254401011104,True,False,HIGH,79,24.596040023108248,CONFIRMED,LOW_RECENT_EXPOSURE,TIGHT,4.5176,4.502994911979779,0.014605088020220869,2.254450536580671,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Tanner Gordon,685299,COL,CLE,3.927938849917356,2.0,-1.9279388499173562,False,False,HIGH,74,19.170458336350777,CONFIRMED,ESTABLISHED,NORMAL,3.91756,3.938317699834712,0.020757699834712096,2.156042286895385,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Nick Lodolo,666157,CIN,ARI,4.1729252123604486,2.0,-2.1729252123604486,False,False,HIGH,65,19.734325397599708,CONFIRMED,ESTABLISHED,TIGHT,4.18736,4.158490424720897,0.028869575279102833,1.7939034801044045,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Eduardo Rodriguez,593958,ARI,CIN,5.285165799240996,4.0,-1.2851657992409962,False,False,HIGH,79,24.3222974362696,CONFIRMED,ESTABLISHED,LONG,5.28596,5.284371598481993,0.0015884015180072097,1.9415703507771955,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Connor Prielipp,687570,MIN,SDP,5.369582042673925,7.0,1.6304179573260749,True,False,HIGH,70,21.217135573676707,CONFIRMED,ESTABLISHED,NORMAL,5.37656,5.362604085347851,0.013955914652148849,2.1667375753255484,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Bubba Chandler,696149,PIT,LAD,4.557500793950419,6.0,1.4424992060495807,True,False,HIGH,78,21.0146035179494,CONFIRMED,ESTABLISHED,NORMAL,4.56712,4.547881587900839,0.019238412099160662,2.0706722447364867,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Yoshinobu Yamamoto,808967,LAD,PIT,5.936281163332936,9.0,3.0637188366670642,True,True,HIGH,68,22.46071291682637,PROJECTED_OR_UNKNOWN,ESTABLISHED,LONG,5.9494,5.923162326665873,0.026237673334127187,2.214848109009271,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Matthew Boyd,571510,CHC,SEA,5.549262858090053,3.0,-2.549262858090053,False,False,HIGH,66,22.470293108527244,CONFIRMED,ESTABLISHED,NORMAL,5.55732,5.541205716180106,0.01611428381989377,2.1947230599198204,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Emerson Hancock,676106,SEA,CHC,5.56936311661193,6.0,0.43063688338807005,True,False,HIGH,78,22.167717636224538,CONFIRMED,ESTABLISHED,NORMAL,5.58304,5.55568623322386,0.02735376677613921,2.492409225298648,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Mason Fluharty,689254,TOR,NYY,3.08963695242448,0.0,-3.08963695242448,False,False,LOW,48,23.73043848562877,CONFIRMED,OPENER_LIKE,TIGHT,2.49296,3.68631390484896,1.1933539048489599,1.4684418517799342,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Hunter Dobbins,690928,STL,PHI,4.260417857507303,3.0,-1.2604178575073028,False,False,HIGH,71,19.71555672127572,CONFIRMED,ESTABLISHED,NORMAL,4.27908,4.241755715014605,0.037324284985395195,2.037275059233513,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-21,Randy Vásquez,681190,SDP,MIN,3.6785510929083554,3.0,-0.6785510929083554,False,False,HIGH,72,20.462932407571486,CONFIRMED,LOW_RECENT_EXPOSURE,TIGHT,3.68768,3.6694221858167104,0.018257814183289423,2.229520739706818,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-22,Dylan Cease,656302,TOR,NYY,6.915843064508328,8.0,1.0841569354916718,True,False,HIGH,78,23.940596107308806,CONFIRMED,ESTABLISHED,LONG,6.9438,6.887886129016656,0.05591387098334444,2.2092250262240887,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-22,Ryan Weathers,677960,NYY,TOR,5.207494902038382,3.0,-2.2074949020383823,False,False,HIGH,79,21.007841583298635,CONFIRMED,ESTABLISHED,NORMAL,5.22828,5.186709804076764,0.041570195923235964,2.169366812435065,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-22,Martín Pérez,527048,ATL,MIL,4.106450337998213,2.0,-2.106450337998213,False,False,HIGH,74,22.32600555070762,CONFIRMED,ESTABLISHED,TIGHT,4.10804,4.1048606759964255,0.0031793240035744574,2.0589007746831163,True,NONE,True,projection-crusher-shadow-v1-report-only
2026-08-22,Logan Henderson,701656,MIL,ATL,5.271983542566202,4.0,-1.2719835425662023,False,False,HIGH,62,21.81269723623897,CONFIRMED,ESTABLISHED,NORMAL,5.28892,5.2550470851324045,0.03387291486759558,2.0559130589891352,True,NONE,True,projection-crusher-shadow-v1-report-only
